"","terminal_model","date_sold","date_repaired","part_code","failure_description"
"3651","B",2019-12-04,NA,"S01",NA
"3652","B",2019-06-10,NA,"S01",NA
"3653","B",2018-11-28,NA,"S01",NA
"3654","B",2019-08-17,NA,"S01",NA
"3655","B",2019-12-07,NA,"K02",NA
"3656","B",2018-10-21,NA,"S01",NA
"3657","B",2019-07-17,NA,"S01",NA
"3658","B",2018-12-24,NA,"S01",NA
"3659","B",2019-12-09,NA,"K02",NA
"3660","B",2019-02-12,NA,"S01",NA
"3661","B",2019-11-01,NA,"S01",NA
"3662","B",2018-08-29,NA,"K02",NA
"3663","B",2019-07-19,NA,"K02",NA
"3664","B",2019-04-18,NA,"S01",NA
"3665","B",2018-12-12,2019-03-06,"S01","Screen shutdown"
"3666","B",2018-03-05,2019-09-29,"K02","Key not responding"
"3667","B",2019-03-16,NA,"K02",NA
"3668","B",2018-12-26,NA,"S01",NA
"3669","B",2019-07-07,NA,"S01",NA
"3670","B",2018-06-13,2019-03-26,"K02","Key not responding"
"3671","B",2019-05-29,2019-11-15,"S01","Screen shutdown"
"3672","B",2018-12-07,NA,"S01",NA
"3673","B",2019-05-30,NA,"S01",NA
"3674","B",2018-04-06,NA,"S01",NA
"3675","B",2019-12-07,NA,"S01",NA
"3676","B",2018-12-09,NA,"S01",NA
"3677","B",2019-06-29,NA,"S01",NA
"3678","B",2019-12-07,NA,"S01",NA
"3679","B",2019-08-15,NA,"S01",NA
"3680","B",2019-01-27,NA,"S01",NA
"3681","B",2018-09-20,2019-11-21,"S01","Screen shutdown"
"3682","B",2018-09-22,NA,"S01",NA
"3683","B",2019-09-02,NA,"S01",NA
"3684","B",2019-12-22,NA,"S01",NA
"3685","B",2019-12-27,NA,"S01",NA
"3686","B",2019-07-14,NA,"K02",NA
"3687","B",2018-07-22,NA,"K02",NA
"3688","B",2019-06-16,NA,"S01",NA
"3689","B",2018-11-22,NA,"S01",NA
"3690","B",2018-02-03,NA,"S01",NA
"3691","B",2019-08-26,NA,"S01",NA
"3692","B",2019-01-06,NA,"K02",NA
"3693","B",2019-04-21,NA,"S01",NA
"3694","B",2018-12-19,NA,"S01",NA
"3695","B",2019-07-26,NA,"K02",NA
"3696","B",2019-10-08,NA,"S01",NA
"3697","B",2019-12-13,NA,"S01",NA
"3698","B",2019-04-26,NA,"S01",NA
"3699","B",2019-04-16,NA,"K02",NA
"3700","B",2019-04-03,NA,"S01",NA
"3701","B",2018-11-14,NA,"S01",NA
"3702","B",2018-07-17,2019-01-12,"S01","Screen shutdown"
"3703","B",2019-06-01,2019-09-21,"K02","Key not responding"
"3704","B",2019-12-27,NA,"S01",NA
"3705","B",2019-02-17,NA,"K02",NA
"3706","B",2019-11-24,NA,"S01",NA
"3707","B",2018-12-26,NA,"S01",NA
"3708","B",2019-12-03,NA,"S01",NA
"3709","B",2019-02-23,NA,"S01",NA
"3710","B",2019-03-18,NA,"S01",NA
"3711","B",2019-11-06,NA,"K02",NA
"3712","B",2018-06-02,2019-03-02,"K02","Key not responding"
"3713","B",2018-12-30,NA,"S01",NA
"3714","B",2019-01-16,NA,"S01",NA
"3715","B",2019-10-07,2020-01-15,"S01","Screen shutdown"
"3716","B",2019-12-08,NA,"S01",NA
"3717","B",2019-12-23,NA,"S01",NA
"3718","B",2019-12-19,NA,"S01",NA
"3719","B",2018-12-22,NA,"S01",NA
"3720","B",2019-12-01,NA,"S01",NA
"3721","B",2018-07-18,NA,"S01",NA
"3722","B",2019-06-13,NA,"S01",NA
"3723","B",2019-06-19,NA,"K02",NA
"3724","B",2019-12-25,NA,"S01",NA
"3725","B",2018-11-27,NA,"S01",NA
"3726","B",2019-03-02,NA,"S01",NA
"3727","B",2018-07-04,NA,"S01",NA
"3728","B",2019-05-20,NA,"S01",NA
"3729","B",2018-07-05,NA,"S01",NA
"3730","B",2018-02-16,2019-03-04,"K02","Key not responding"
"3731","B",2019-10-27,NA,"S01",NA
"3732","B",2019-08-02,NA,"K02",NA
"3733","B",2019-02-16,NA,"K02",NA
"3734","B",2018-12-29,NA,"S01",NA
"3735","B",2018-04-05,NA,"S01",NA
"3736","B",2018-03-01,NA,"S01",NA
"3737","B",2019-08-29,NA,"S01",NA
"3738","B",2018-04-21,NA,"S01",NA
"3739","B",2019-05-23,NA,"S01",NA
"3740","B",2019-08-21,NA,"S01",NA
"3741","B",2019-07-21,NA,"S01",NA
"3742","B",2019-11-09,NA,"K02",NA
"3743","B",2019-11-01,NA,"S01",NA
"3744","B",2019-12-12,NA,"K02",NA
"3745","B",2019-08-02,NA,"S01",NA
"3746","B",2018-11-22,NA,"S01",NA
"3747","B",2019-12-30,NA,"S01",NA
"3748","B",2019-12-19,NA,"K02",NA
"3749","B",2019-04-13,NA,"K02",NA
"3750","B",2019-08-11,NA,"K02",NA
"3751","B",2019-11-25,NA,"S01",NA
"3752","B",2019-12-12,NA,"S01",NA
"3753","B",2019-03-06,NA,"K02",NA
"3754","B",2019-07-17,NA,"S01",NA
"3755","B",2018-10-16,NA,"S01",NA
"3756","B",2019-08-05,NA,"K02",NA
"3757","B",2018-12-27,NA,"K02",NA
"3758","B",2018-03-15,2019-04-30,"S01","Screen flickering"
"3759","B",2018-09-26,NA,"S01",NA
"3760","B",2018-04-02,NA,"S01",NA
"3761","B",2019-12-23,NA,"S01",NA
"3762","B",2019-06-12,NA,"S01",NA
"3763","B",2018-08-26,NA,"S01",NA
"3764","B",2018-11-24,NA,"S01",NA
"3765","B",2018-12-13,2019-09-26,"K02","Key not responding"
"3766","B",2018-12-21,2019-07-11,"K02","Key not responding"
"3767","B",2019-11-28,NA,"S01",NA
"3768","B",2018-09-30,NA,"S01",NA
"3769","B",2019-04-21,NA,"K02",NA
"3770","B",2019-10-09,NA,"S01",NA
"3771","B",2019-12-29,NA,"K02",NA
"3772","B",2019-09-19,2019-12-19,"S01","Screen shutdown"
"3773","B",2019-02-05,NA,"S01",NA
"3774","B",2019-11-25,NA,"S01",NA
"3775","B",2019-01-24,NA,"S01",NA
"3776","B",2019-12-14,NA,"S01",NA
"3777","B",2018-12-13,NA,"S01",NA
"3778","B",2019-04-03,NA,"K02",NA
"3779","B",2019-08-07,NA,"S01",NA
"3780","B",2019-12-12,NA,"K02",NA
"3781","B",2019-11-29,NA,"S01",NA
"3782","B",2019-05-16,NA,"S01",NA
"3783","B",2018-06-20,NA,"S01",NA
"3784","B",2019-12-13,NA,"S01",NA
"3785","B",2019-12-26,NA,"S01",NA
"3786","B",2019-10-03,NA,"S01",NA
"3787","B",2018-10-11,NA,"S01",NA
"3788","B",2019-11-20,NA,"K02",NA
"3789","B",2019-01-09,NA,"S01",NA
"3790","B",2019-07-26,NA,"S01",NA
"3791","B",2018-08-09,NA,"S01",NA
"3792","B",2018-02-23,NA,"S01",NA
"3793","B",2019-08-26,NA,"S01",NA
"3794","B",2019-04-21,2019-11-12,"S01","Screen shutdown"
"3795","B",2019-07-30,NA,"S01",NA
"3796","B",2019-10-27,NA,"S01",NA
"3797","B",2019-04-08,NA,"K02",NA
"3798","B",2018-01-06,2019-05-26,"K02","Key not responding"
"3799","B",2019-09-02,NA,"S01",NA
"3800","B",2018-07-22,NA,"S01",NA
"3801","B",2018-03-08,2019-10-05,"S01","Screen flickering"
"3802","B",2019-12-25,NA,"K02",NA
"3803","B",2019-11-11,NA,"S01",NA
"3804","B",2019-08-31,NA,"S01",NA
"3805","B",2018-02-28,2019-05-30,"K02","Key not responding"
"3806","B",2019-04-05,NA,"K02",NA
"3807","B",2019-11-14,NA,"K02",NA
"3808","B",2019-03-10,NA,"S01",NA
"3809","B",2019-03-04,NA,"S01",NA
"3810","B",2019-02-18,NA,"S01",NA
"3811","B",2019-09-06,NA,"S01",NA
"3812","B",2019-02-03,NA,"S01",NA
"3813","B",2018-11-20,NA,"S01",NA
"3814","B",2019-07-17,NA,"S01",NA
"3815","B",2019-08-09,2019-09-27,"S01","Screen shutdown"
"3816","B",2018-01-31,NA,"S01",NA
"3817","B",2019-06-18,NA,"K02",NA
"3818","B",2018-10-23,NA,"S01",NA
"3819","B",2019-05-06,NA,"S01",NA
"3820","B",2019-03-31,2019-07-10,"K02","Key not responding"
"3821","B",2019-11-05,NA,"K02",NA
"3822","B",2019-11-03,NA,"S01",NA
"3823","B",2019-04-01,NA,"S01",NA
"3824","B",2019-10-02,NA,"S01",NA
"3825","B",2019-11-05,NA,"S01",NA
"3826","B",2018-10-25,NA,"S01",NA
"3827","B",2019-05-07,NA,"S01",NA
"3828","B",2019-02-06,NA,"S01",NA
"3829","B",2018-12-25,NA,"S01",NA
"3830","B",2019-07-29,NA,"S01",NA
"3831","B",2019-04-05,2019-11-06,"K02","Key not responding"
"3832","B",2018-10-30,NA,"S01",NA
"3833","B",2019-05-21,NA,"S01",NA
"3834","B",2018-09-16,NA,"S01",NA
"3835","B",2018-12-30,2019-07-15,"K02","Key not responding"
"3836","B",2019-09-24,NA,"S01",NA
"3837","B",2019-12-23,NA,"K02",NA
"3838","B",2018-06-23,NA,"S01",NA
"3839","B",2019-03-09,NA,"S01",NA
"3840","B",2019-01-26,NA,"S01",NA
"3841","B",2018-07-05,2019-04-27,"S01","Screen shutdown"
"3842","B",2019-03-27,NA,"S01",NA
"3843","B",2019-01-15,NA,"S01",NA
"3844","B",2018-07-01,NA,"S01",NA
"3845","B",2018-10-04,NA,"K02",NA
"3846","B",2019-04-19,NA,"S01",NA
"3847","B",2019-04-18,NA,"S01",NA
"3848","B",2019-06-06,2019-12-08,"S01","Screen shutdown"
"3849","B",2018-08-22,NA,"S01",NA
"3850","B",2019-09-15,NA,"S01",NA
"3851","B",2018-12-20,NA,"S01",NA
"3852","B",2018-12-03,NA,"S01",NA
"3853","B",2018-12-11,NA,"S01",NA
"3854","B",2019-10-02,NA,"S01",NA
"3855","B",2019-05-23,2019-09-18,"S01","Screen shutdown"
"3856","B",2018-03-09,NA,"S01",NA
"3857","B",2019-12-05,NA,"S01",NA
"3858","B",2019-07-22,NA,"K02",NA
"3859","B",2019-12-16,NA,"S01",NA
"3860","B",2018-11-16,NA,"S01",NA
"3861","B",2019-12-21,NA,"S01",NA
"3862","B",2019-10-28,NA,"S01",NA
"3863","B",2018-12-23,NA,"K02",NA
"3864","B",2018-10-13,NA,"S01",NA
"3865","B",2019-01-29,2019-09-10,"S01","Screen shutdown"
"3866","B",2019-07-25,NA,"S01",NA
"3867","B",2019-11-10,NA,"S01",NA
"3868","B",2019-06-23,NA,"S01",NA
"3869","B",2018-07-21,NA,"S01",NA
"3870","B",2019-03-24,2019-03-26,"K02","Key not responding"
"3871","B",2019-07-02,NA,"S01",NA
"3872","B",2018-06-28,NA,"S01",NA
"3873","B",2019-04-13,NA,"K02",NA
"3874","B",2018-12-18,NA,"S01",NA
"3875","B",2019-08-19,NA,"S01",NA
"3876","B",2019-05-30,NA,"S01",NA
"3877","B",2019-09-19,NA,"S01",NA
"3878","B",2019-10-26,NA,"S01",NA
"3879","B",2019-05-10,NA,"S01",NA
"3880","B",2018-08-04,NA,"S01",NA
"3881","B",2019-05-14,NA,"K02",NA
"3882","B",2018-07-26,NA,"S01",NA
"3883","B",2018-06-28,NA,"K02",NA
"3884","B",2019-12-13,NA,"S01",NA
"3885","B",2018-12-20,NA,"S01",NA
"3886","B",2019-09-11,NA,"S01",NA
"3887","B",2019-04-17,NA,"S01",NA
"3888","B",2018-05-13,NA,"S01",NA
"3889","B",2018-08-09,NA,"S01",NA
"3890","B",2019-08-11,NA,"K02",NA
"3891","B",2018-08-30,NA,"S01",NA
"3892","B",2018-08-30,NA,"S01",NA
"3893","B",2019-05-05,2019-09-20,"K02","Key not responding"
"3894","B",2018-11-01,NA,"S01",NA
"3895","B",2018-08-22,NA,"S01",NA
"3896","B",2019-07-28,NA,"S01",NA
"3897","B",2019-12-27,NA,"S01",NA
"3898","B",2018-09-02,NA,"S01",NA
"3899","B",2019-11-03,NA,"S01",NA
"3900","B",2018-12-25,NA,"S01",NA
"3901","B",2019-02-03,NA,"S01",NA
"3902","B",2019-11-30,NA,"S01",NA
"3903","B",2019-09-18,NA,"S01",NA
"3904","B",2019-08-05,NA,"S01",NA
"3905","B",2019-12-22,NA,"S01",NA
"3906","B",2018-01-03,NA,"S01",NA
"3907","B",2019-09-21,NA,"S01",NA
"3908","B",2018-09-24,2019-01-27,"K02","Key not responding"
"3909","B",2018-12-24,NA,"S01",NA
"3910","B",2018-11-10,NA,"S01",NA
"3911","B",2018-09-09,NA,"S01",NA
"3912","B",2019-07-18,NA,"K02",NA
"3913","B",2019-09-09,NA,"S01",NA
"3914","B",2019-03-10,NA,"S01",NA
"3915","B",2019-11-04,NA,"K02",NA
"3916","B",2019-04-11,NA,"S01",NA
"3917","B",2019-05-21,NA,"S01",NA
"3918","B",2019-12-16,NA,"S01",NA
"3919","B",2018-01-12,NA,"S01",NA
"3920","B",2018-02-12,NA,"S01",NA
"3921","B",2019-05-01,NA,"S01",NA
"3922","B",2019-01-27,NA,"S01",NA
"3923","B",2019-10-24,NA,"S01",NA
"3924","B",2019-01-08,2019-01-18,"K02","Key not responding"
"3925","B",2018-09-10,NA,"K02",NA
"3926","B",2019-02-06,NA,"S01",NA
"3927","B",2018-08-03,2018-10-16,"K02","Key not responding"
"3928","B",2019-11-03,NA,"S01",NA
"3929","B",2019-03-08,NA,"S01",NA
"3930","B",2019-10-21,NA,"S01",NA
"3931","B",2019-09-23,NA,"S01",NA
"3932","B",2019-08-30,NA,"S01",NA
"3933","B",2019-04-14,2019-12-20,"S01","Screen shutdown"
"3934","B",2019-05-23,NA,"S01",NA
"3935","B",2019-12-25,NA,"S01",NA
"3936","B",2019-12-20,NA,"S01",NA
"3937","B",2018-08-08,NA,"K02",NA
"3938","B",2019-11-17,NA,"K02",NA
"3939","B",2018-06-26,NA,"S01",NA
"3940","B",2018-12-18,NA,"S01",NA
"3941","B",2019-12-15,NA,"S01",NA
"3942","B",2019-11-21,NA,"S01",NA
"3943","B",2019-07-06,NA,"S01",NA
"3944","B",2019-12-28,NA,"S01",NA
"3945","B",2018-10-20,NA,"S01",NA
"3946","B",2018-10-03,NA,"S01",NA
"3947","B",2019-02-10,NA,"S01",NA
"3948","B",2019-11-08,NA,"S01",NA
"3949","B",2019-09-24,NA,"S01",NA
"3950","B",2019-02-26,NA,"S01",NA
"3951","B",2019-09-15,NA,"S01",NA
"3952","B",2019-06-19,2019-09-04,"K02","Key not responding"
"3953","B",2018-09-10,NA,"S01",NA
"3954","B",2018-12-28,NA,"S01",NA
"3955","B",2018-03-30,NA,"S01",NA
"3956","B",2019-09-14,NA,"S01",NA
"3957","B",2019-07-05,NA,"S01",NA
"3958","B",2018-11-09,NA,"S01",NA
"3959","B",2019-11-20,NA,"S01",NA
"3960","B",2019-05-20,NA,"K02",NA
"3961","B",2019-10-07,NA,"S01",NA
"3962","B",2019-09-28,NA,"K02",NA
"3963","B",2018-11-29,NA,"S01",NA
"3964","B",2019-05-17,NA,"K02",NA
"3965","B",2019-12-02,NA,"K02",NA
"3966","B",2019-05-17,NA,"S01",NA
"3967","B",2019-09-14,NA,"S01",NA
"3968","B",2018-05-18,2018-07-08,"S01","Screen shutdown"
"3969","B",2019-12-25,NA,"S01",NA
"3970","B",2019-06-28,2019-10-28,"S01","Screen shutdown"
"3971","B",2018-12-13,NA,"K02",NA
"3972","B",2019-04-25,NA,"S01",NA
"3973","B",2019-02-21,NA,"S01",NA
"3974","B",2018-12-04,NA,"S01",NA
"3975","B",2019-12-16,NA,"S01",NA
"3976","B",2019-06-17,NA,"S01",NA
"3977","B",2018-11-07,NA,"S01",NA
"3978","B",2018-09-24,2019-02-05,"K02","Key not responding"
"3979","B",2019-08-16,NA,"S01",NA
"3980","B",2019-01-12,NA,"K02",NA
"3981","B",2019-10-17,NA,"S01",NA
"3982","B",2019-08-07,NA,"S01",NA
"3983","B",2018-11-24,NA,"K02",NA
"3984","B",2018-06-14,2019-03-22,"S01","Screen shutdown"
"3985","B",2018-06-19,NA,"S01",NA
"3986","B",2019-05-22,2019-06-04,"K02","Key not responding"
"3987","B",2019-11-29,NA,"S01",NA
"3988","B",2019-03-21,NA,"S01",NA
"3989","B",2018-12-26,NA,"K02",NA
"3990","B",2018-11-30,NA,"S01",NA
"3991","B",2019-07-28,NA,"S01",NA
"3992","B",2019-10-06,NA,"S01",NA
"3993","B",2018-10-10,2019-02-16,"S01","Screen shutdown"
"3994","B",2019-07-14,NA,"S01",NA
"3995","B",2018-03-22,NA,"S01",NA
"3996","B",2018-12-28,NA,"S01",NA
"3997","B",2019-04-03,NA,"S01",NA
"3998","B",2019-09-04,NA,"S01",NA
"3999","B",2019-09-08,NA,"K02",NA
"4000","B",2018-08-18,NA,"S01",NA
"4001","B",2018-12-12,NA,"K02",NA
"4002","B",2019-06-21,NA,"S01",NA
"4003","B",2019-07-07,NA,"S01",NA
"4004","B",2018-06-16,NA,"S01",NA
"4005","B",2018-05-08,NA,"S01",NA
"4006","B",2019-04-26,NA,"S01",NA
"4007","B",2019-07-28,NA,"S01",NA
"4008","B",2018-06-18,NA,"S01",NA
"4009","B",2019-11-15,NA,"S01",NA
"4010","B",2019-09-27,NA,"S01",NA
"4011","B",2019-06-15,2019-12-17,"K02","Key not responding"
"4012","B",2019-12-11,NA,"S01",NA
"4013","B",2019-11-05,NA,"S01",NA
"4014","B",2019-09-07,NA,"S01",NA
"4015","B",2018-12-31,NA,"S01",NA
"4016","B",2019-12-11,NA,"S01",NA
"4017","B",2018-12-07,NA,"K02",NA
"4018","B",2019-12-12,NA,"S01",NA
"4019","B",2019-05-17,NA,"S01",NA
"4020","B",2019-04-21,2020-01-15,"S01","Screen shutdown"
"4021","B",2019-06-24,NA,"S01",NA
"4022","B",2018-05-23,2018-11-02,"S01","Screen shutdown"
"4023","B",2019-05-05,NA,"S01",NA
"4024","B",2018-02-20,2019-08-01,"K02","Key not responding"
"4025","B",2019-11-03,NA,"S01",NA
"4026","B",2019-07-23,NA,"S01",NA
"4027","B",2019-11-23,NA,"K02",NA
"4028","B",2019-01-19,NA,"S01",NA
"4029","B",2018-08-25,NA,"S01",NA
"4030","B",2018-02-25,2019-11-25,"S01","Screen flickering"
"4031","B",2019-01-14,NA,"S01",NA
"4032","B",2019-12-27,NA,"S01",NA
"4033","B",2018-12-13,NA,"S01",NA
"4034","B",2019-12-06,NA,"S01",NA
"4035","B",2018-04-04,NA,"S01",NA
"4036","B",2018-09-05,NA,"S01",NA
"4037","B",2018-04-15,NA,"K02",NA
"4038","B",2019-09-21,NA,"S01",NA
"4039","B",2019-06-03,NA,"S01",NA
"4040","B",2019-12-25,NA,"S01",NA
"4041","B",2019-12-06,NA,"S01",NA
"4042","B",2018-08-24,NA,"K02",NA
"4043","B",2018-09-29,NA,"S01",NA
"4044","B",2019-01-02,NA,"S01",NA
"4045","B",2019-03-27,NA,"S01",NA
"4046","B",2019-03-21,NA,"K02",NA
"4047","B",2019-09-01,NA,"S01",NA
"4048","B",2018-05-12,NA,"S01",NA
"4049","B",2018-11-07,NA,"S01",NA
"4050","B",2018-04-27,NA,"S01",NA
"4051","B",2019-12-25,NA,"S01",NA
"4052","B",2019-12-12,NA,"S01",NA
"4053","B",2019-10-22,NA,"S01",NA
"4054","B",2019-05-04,NA,"S01",NA
"4055","B",2019-10-16,NA,"S01",NA
"4056","B",2019-08-29,NA,"S01",NA
"4057","B",2019-01-27,NA,"S01",NA
"4058","B",2019-04-18,NA,"S01",NA
"4059","B",2019-01-01,NA,"S01",NA
"4060","B",2018-10-10,NA,"S01",NA
"4061","B",2018-06-01,NA,"S01",NA
"4062","B",2019-01-29,NA,"S01",NA
"4063","B",2018-08-28,NA,"K02",NA
"4064","B",2019-05-25,NA,"S01",NA
"4065","B",2019-10-12,NA,"S01",NA
"4066","B",2018-08-21,NA,"S01",NA
"4067","B",2019-08-31,NA,"K02",NA
"4068","B",2019-05-05,NA,"S01",NA
"4069","B",2019-12-30,NA,"K02",NA
"4070","B",2018-08-21,NA,"K02",NA
"4071","B",2019-10-03,NA,"S01",NA
"4072","B",2018-10-31,NA,"S01",NA
"4073","B",2019-07-27,NA,"S01",NA
"4074","B",2019-11-29,NA,"S01",NA
"4075","B",2018-11-27,NA,"S01",NA
"4076","B",2019-11-29,NA,"S01",NA
"4077","B",2019-01-06,NA,"K02",NA
"4078","B",2019-07-23,NA,"S01",NA
"4079","B",2019-11-20,NA,"S01",NA
"4080","B",2019-08-29,NA,"K02",NA
"4081","B",2019-05-15,NA,"S01",NA
"4082","B",2018-09-12,2019-05-17,"S01","Screen shutdown"
"4083","B",2018-11-09,NA,"K02",NA
"4084","B",2019-11-26,NA,"S01",NA
"4085","B",2019-12-18,NA,"S01",NA
"4086","B",2018-11-26,NA,"S01",NA
"4087","B",2019-10-10,NA,"S01",NA
"4088","B",2019-06-03,NA,"S01",NA
"4089","B",2018-02-11,NA,"S01",NA
"4090","B",2019-12-02,NA,"S01",NA
"4091","B",2018-07-02,NA,"S01",NA
"4092","B",2019-06-28,NA,"S01",NA
"4093","B",2018-06-18,NA,"S01",NA
"4094","B",2018-07-21,NA,"S01",NA
"4095","B",2018-12-16,NA,"S01",NA
"4096","B",2019-04-30,NA,"S01",NA
"4097","B",2019-08-21,NA,"S01",NA
"4098","B",2019-11-10,NA,"S01",NA
"4099","B",2019-11-22,NA,"S01",NA
"4100","B",2019-11-23,NA,"K02",NA
"4101","B",2019-06-07,NA,"S01",NA
"4102","B",2018-04-26,NA,"K02",NA
"4103","B",2019-12-05,NA,"S01",NA
"4104","B",2019-05-20,NA,"K02",NA
"4105","B",2019-11-30,NA,"S01",NA
"4106","B",2018-10-27,NA,"S01",NA
"4107","B",2019-09-17,NA,"S01",NA
"4108","B",2019-12-07,NA,"S01",NA
"4109","B",2019-12-30,NA,"S01",NA
"4110","B",2019-12-12,NA,"S01",NA
"4111","B",2019-10-06,NA,"S01",NA
"4112","B",2019-07-22,NA,"K02",NA
"4113","B",2019-05-10,NA,"S01",NA
"4114","B",2018-02-14,2018-05-30,"S01","Screen shutdown"
"4115","B",2019-08-03,NA,"S01",NA
"4116","B",2018-09-22,NA,"S01",NA
"4117","B",2018-09-01,NA,"S01",NA
"4118","B",2019-04-26,NA,"S01",NA
"4119","B",2019-03-19,NA,"S01",NA
"4120","B",2019-12-20,NA,"S01",NA
"4121","B",2019-04-19,NA,"S01",NA
"4122","B",2019-06-12,NA,"S01",NA
"4123","B",2019-12-12,NA,"K02",NA
"4124","B",2019-06-12,NA,"K02",NA
"4125","B",2018-12-26,NA,"S01",NA
"4126","B",2019-07-01,NA,"K02",NA
"4127","B",2019-05-07,2019-12-03,"K02","Key not responding"
"4128","B",2019-11-06,NA,"S01",NA
"4129","B",2019-06-20,2019-12-06,"S01","Screen shutdown"
"4130","B",2019-04-16,NA,"S01",NA
"4131","B",2019-02-24,NA,"S01",NA
"4132","B",2018-12-06,2019-05-22,"S01","Screen shutdown"
"4133","B",2019-04-01,NA,"S01",NA
"4134","B",2019-09-30,NA,"S01",NA
"4135","B",2018-06-02,NA,"S01",NA
"4136","B",2018-12-20,NA,"S01",NA
"4137","B",2019-07-18,NA,"K02",NA
"4138","B",2019-10-29,NA,"S01",NA
"4139","B",2019-12-02,NA,"S01",NA
"4140","B",2019-05-17,2019-10-02,"K02","Key not responding"
"4141","B",2019-12-17,NA,"S01",NA
"4142","B",2019-12-14,NA,"S01",NA
"4143","B",2018-12-28,2019-11-15,"S01","Screen shutdown"
"4144","B",2019-11-04,NA,"S01",NA
"4145","B",2019-07-31,NA,"S01",NA
"4146","B",2018-06-28,NA,"S01",NA
"4147","B",2019-03-01,NA,"S01",NA
"4148","B",2019-05-27,2019-10-31,"K02","Key not responding"
"4149","B",2018-08-11,NA,"S01",NA
"4150","B",2019-11-29,NA,"S01",NA
"4151","B",2018-07-22,NA,"S01",NA
"4152","B",2018-11-23,NA,"S01",NA
"4153","B",2019-11-25,NA,"S01",NA
"4154","B",2019-02-28,NA,"S01",NA
"4155","B",2018-06-01,NA,"S01",NA
"4156","B",2018-12-31,NA,"S01",NA
"4157","B",2018-09-05,NA,"S01",NA
"4158","B",2019-09-12,NA,"S01",NA
"4159","B",2018-09-07,NA,"S01",NA
"4160","B",2019-09-03,NA,"S01",NA
"4161","B",2018-07-23,NA,"K02",NA
"4162","B",2018-10-18,NA,"S01",NA
"4163","B",2018-12-21,NA,"S01",NA
"4164","B",2019-05-21,NA,"K02",NA
"4165","B",2019-10-30,NA,"K02",NA
"4166","B",2018-08-26,NA,"S01",NA
"4167","B",2019-03-01,NA,"S01",NA
"4168","B",2019-12-05,NA,"S01",NA
"4169","B",2019-10-24,NA,"S01",NA
"4170","B",2018-05-17,NA,"S01",NA
"4171","B",2018-12-28,NA,"S01",NA
"4172","B",2018-11-22,2018-11-24,"S01","Screen shutdown"
"4173","B",2019-04-23,NA,"S01",NA
"4174","B",2018-02-24,NA,"S01",NA
"4175","B",2019-03-28,NA,"K02",NA
"4176","B",2019-08-07,NA,"S01",NA
"4177","B",2019-12-27,NA,"S01",NA
"4178","B",2018-12-31,NA,"S01",NA
"4179","B",2018-02-01,NA,"S01",NA
"4180","B",2019-12-26,NA,"S01",NA
"4181","B",2019-03-25,NA,"S01",NA
"4182","B",2019-11-27,NA,"S01",NA
"4183","B",2019-03-29,2019-08-31,"K02","Key not responding"
"4184","B",2018-10-12,2018-12-31,"K02","Key not responding"
"4185","B",2019-06-14,NA,"S01",NA
"4186","B",2019-03-02,NA,"S01",NA
"4187","B",2018-12-31,NA,"S01",NA
"4188","B",2019-08-12,NA,"S01",NA
"4189","B",2019-01-04,NA,"S01",NA
"4190","B",2018-04-30,NA,"K02",NA
"4191","B",2018-12-04,NA,"S01",NA
"4192","B",2019-06-26,NA,"S01",NA
"4193","B",2018-01-17,NA,"S01",NA
"4194","B",2018-09-30,NA,"S01",NA
"4195","B",2019-08-21,NA,"S01",NA
"4196","B",2019-11-27,NA,"K02",NA
"4197","B",2019-08-01,NA,"S01",NA
"4198","B",2019-12-28,NA,"S01",NA
"4199","B",2018-11-25,NA,"K02",NA
"4200","B",2019-10-19,NA,"S01",NA
"4201","B",2018-06-04,NA,"S01",NA
"4202","B",2019-08-25,NA,"S01",NA
"4203","B",2019-05-11,NA,"S01",NA
"4204","B",2018-12-02,2019-10-18,"S01","Screen shutdown"
"4205","B",2018-12-24,NA,"S01",NA
"4206","B",2019-01-27,NA,"S01",NA
"4207","B",2018-06-25,NA,"S01",NA
"4208","B",2018-12-27,NA,"S01",NA
"4209","B",2019-12-18,NA,"K02",NA
"4210","B",2018-12-15,NA,"K02",NA
"4211","B",2019-12-18,NA,"S01",NA
"4212","B",2018-07-21,NA,"S01",NA
"4213","B",2019-10-16,NA,"S01",NA
"4214","B",2018-06-21,NA,"K02",NA
"4215","B",2019-04-21,NA,"S01",NA
"4216","B",2019-10-16,NA,"K02",NA
"4217","B",2018-05-12,NA,"S01",NA
"4218","B",2019-09-11,NA,"S01",NA
"4219","B",2019-05-11,NA,"S01",NA
"4220","B",2019-04-03,NA,"S01",NA
"4221","B",2019-12-30,NA,"S01",NA
"4222","B",2019-04-04,2019-12-28,"K02","Key not responding"
"4223","B",2019-05-21,2019-07-29,"K02","Key not responding"
"4224","B",2019-09-30,NA,"K02",NA
"4225","B",2019-06-03,NA,"S01",NA
"4226","B",2019-12-09,NA,"K02",NA
"4227","B",2019-09-11,NA,"K02",NA
"4228","B",2019-12-10,NA,"K02",NA
"4229","B",2019-12-05,NA,"S01",NA
"4230","B",2019-12-20,NA,"S01",NA
"4231","B",2019-02-24,NA,"K02",NA
"4232","B",2018-10-13,NA,"S01",NA
"4233","B",2019-05-12,NA,"K02",NA
"4234","B",2018-09-06,NA,"S01",NA
